Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
NB81923,Washington,7294.492993,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Single,113,12,66,2,7,Personal Auto,Personal L3,Offer1,Call Center,733.737214,Sports Car,Medsize
FQ66070,California,8491.020256,No,Basic,College,2/24/11,Employed,M,62076,Urban,Married,71,25,82,0,2,Personal Auto,Personal L2,Offer3,Branch,227.225113,Four-Door Car,Medsize
XO90806,California,8406.763319,No,Basic,College,2/24/11,Employed,F,67128,Urban,Married,105,33,90,0,4,Personal Auto,Personal L3,Offer1,Agent,339.017729,SUV,Small
XY91562,Oregon,7707.806541,No,Premium,College,2/24/11,Unemployed,F,0,Suburban,Single,113,0,11,0,3,Personal Auto,Personal L3,Offer1,Agent,542.4,Four-Door Car,Medsize
UK86050,Arizona,7887.964945,No,Basic,High School or Below,2/24/11,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Personal Auto,Personal L3,Offer1,Agent,183.293091,Four-Door Car,Large
MC36247,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
FU55433,Arizona,2671.817549,No,Basic,High School or Below,2/24/11,Employed,M,62452,Suburban,Married,67,1,9,0,1,Corporate Auto,Corporate L2,Offer2,Branch,407.776546,Two-Door Car,Medsize
VI12468,Oregon,35013.54166,No,Extended,Bachelor,2/24/11,Unemployed,F,0,Urban,Married,133,1,85,0,2,Personal Auto,Personal L2,Offer2,Branch,532.747291,SUV,Medsize
QT26393,California,2446.911045,No,Basic,Bachelor,2/24/11,Medical Leave,M,29152,Urban,Divorced,67,24,72,0,1,Personal Auto,Personal L3,Offer4,Agent,255.079807,Two-Door Car,Medsize
JB39997,California,6183.185785,No,Extended,College,2/24/11,Employed,F,36464,Rural,Married,78,5,17,0,7,Personal Auto,Personal L1,Offer4,Call Center,93.515817,Four-Door Car,Medsize
NY24020,Arizona,3748.99343,No,Extended,High School or Below,2/24/11,Employed,M,82189,Urban,Divorced,94,20,17,0,1,Personal Auto,Personal L3,Offer2,Web,354.081091,Two-Door Car,Medsize
YF54705,Nevada,7356.010439,No,Extended,College,2/24/11,Employed,M,36812,Urban,Married,92,23,98,1,4,Personal Auto,Personal L3,Offer1,Branch,392.695097,Two-Door Car,Medsize
FK37308,Oregon,2703.466256,No,Basic,Doctor,2/24/11,Unemployed,F,0,Rural,Married,72,19,48,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,41.927219,Two-Door Car,Medsize
IH64929,California,4956.247235,No,Basic,High School or Below,2/24/11,Employed,M,87197,Urban,Single,63,35,45,0,3,Personal Auto,Personal L2,Offer2,Branch,247.402353,Two-Door Car,Medsize
FH86704,California,6439.330195,No,Extended,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,93,7,85,0,4,Personal Auto,Personal L3,Offer1,Agent,669.6,Four-Door Car,Medsize
MJ54807,Nevada,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Medsize
WY17451,Oregon,8621.185568,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Single,87,12,12,1,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize
QM74025,Oregon,4582.155128,No,Basic,High School or Below,2/24/11,Employed,F,49558,Suburban,Divorced,115,1,73,0,1,Personal Auto,Personal L2,Offer3,Web,552,SUV,Large
WY23230,Oregon,6086.431746,No,Extended,College,2/24/11,Retired,F,13688,Suburban,Divorced,84,25,2,0,8,Personal Auto,Personal L2,Offer1,Agent,403.2,Two-Door Car,Medsize
MW83318,Oregon,8826.611996,No,Basic,College,2/24/11,Employed,F,26320,Suburban,Married,111,3,92,0,9,Corporate Auto,Corporate L2,Offer1,Web,603.819794,SUV,Large
ZZ41158,Washington,4089.429492,No,Basic,College,2/24/11,Employed,M,28506,Suburban,Married,104,27,37,0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,Small
OG84541,Arizona,12780.276,No,Basic,Master,2/24/11,Employed,F,33514,Urban,Married,105,33,2,0,2,Personal Auto,Personal L2,Offer1,Branch,265.215014,Sports Car,Medsize
HN97052,Oregon,5205.90965,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Married,72,18,91,0,9,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Medsize
RK81706,Arizona,7388.733207,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Married,97,31,24,0,3,Personal Auto,Personal L3,Offer4,Call Center,638.371157,Four-Door Car,Medsize
WP65749,Nevada,7377.231238,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Married,69,16,42,0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Medsize
HE99696,Washington,4787.206586,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Single,67,16,45,0,5,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Small
VZ23007,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize
NH95163,Oregon,3707.282365,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29,25,0,1,Personal Auto,Personal L3,Offer1,Web,313.885191,Four-Door Car,Medsize
SQ87105,Oregon,4760.941906,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Single,68,9,1,0,6,Corporate Auto,Corporate L3,Offer1,Web,489.6,Four-Door Car,Medsize
MR50410,Nevada,5067.002561,No,Extended,College,2/24/11,Employed,M,89703,Urban,Married,126,6,54,0,1,Personal Auto,Personal L1,Offer4,Branch,601.983113,SUV,Medsize
CM73149,California,14244.73069,No,Extended,Bachelor,2/24/11,Employed,F,31189,Suburban,Single,122,18,10,0,2,Personal Auto,Personal L3,Offer2,Agent,585.6,Sports Car,Large
BF56053,Washington,9320.240511,No,Premium,Bachelor,2/24/11,Medical Leave,F,18643,Suburban,Married,119,34,41,0,5,Corporate Auto,Corporate L2,Offer1,Agent,571.2,Four-Door Car,Medsize
AI11191,Arizona,4228.248035,No,Basic,High School or Below,2/24/11,Employed,F,77853,Rural,Single,106,12,76,0,1,Personal Auto,Personal L2,Offer1,Branch,165.237444,SUV,Medsize
TY27229,Arizona,9114.276632,No,Premium,Bachelor,2/24/11,Employed,M,85942,Rural,Married,116,16,36,2,5,Personal Auto,Personal L2,Offer3,Agent,79.340118,Four-Door Car,Medsize
SY86059,California,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large
ER97256,Arizona,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
RA29518,Washington,5512.342258,No,Extended,Master,2/24/11,Employed,M,45971,Rural,Married,138,15,91,0,1,Special Auto,Special L3,Offer1,Branch,139.826393,SUV,Medsize
LV81383,Washington,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L2,Offer1,Agent,460.8,Four-Door Car,Large
FR26341,Oregon,2399.045522,No,Basic,Master,2/24/11,Disabled,M,19112,Urban,Married,62,30,32,0,1,Personal Auto,Personal L1,Offer2,Web,259.006614,Four-Door Car,Medsize
ZA30025,Arizona,4055.399126,No,Extended,Bachelor,2/24/11,Unemployed,M,0,Suburban,Single,121,2,18,0,1,Personal Auto,Personal L1,Offer1,Call Center,1215.970113,SUV,Medsize
YO23637,Washington,4194.906755,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,64,0,60,3,4,Special Auto,Special L3,Offer1,Branch,759.285255,Two-Door Car,Medsize
CR20811,California,10660.89661,No,Extended,Bachelor,2/24/11,Employed,F,60642,Urban,Married,133,34,68,0,5,Personal Auto,Personal L3,Offer1,Agent,428.27511,SUV,Medsize
HJ57617,Oregon,7685.402943,No,Basic,Bachelor,2/24/11,Employed,M,31686,Suburban,Married,101,14,45,2,8,Corporate Auto,Corporate L1,Offer1,Web,710.661746,SUV,Medsize
EO56466,Oregon,24660.48825,No,Basic,College,2/24/11,Medical Leave,M,22070,Suburban,Married,72,25,33,0,2,Special Auto,Special L2,Offer1,Agent,345.6,Four-Door Car,Medsize
SF18484,Oregon,19837.30548,No,Basic,Master,2/24/11,Unemployed,F,0,Suburban,Married,67,22,0,1,2,Personal Auto,Personal L1,Offer1,Branch,321.6,Four-Door Car,Medsize
UT18598,California,4914.731004,No,Basic,Bachelor,2/24/11,Disabled,F,14232,Suburban,Married,64,13,1,0,5,Personal Auto,Personal L3,Offer4,Agent,307.2,Four-Door Car,Small
TI19394,Oregon,2918.576189,No,Basic,College,2/24/11,Employed,M,80714,Suburban,Married,72,18,12,0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Small
MU53244,California,5095.439821,No,Extended,Bachelor,2/24/11,Unemployed,F,0,Urban,Married,137,19,30,0,1,Personal Auto,Personal L2,Offer1,Web,452.295175,SUV,Medsize
CE69971,Oregon,7403.447336,No,Extended,Master,2/24/11,Medical Leave,F,19064,Rural,Married,98,23,35,1,7,Personal Auto,Personal L3,Offer1,Agent,136.248799,Four-Door Car,Medsize
QZ83992,California,8682.234653,No,Basic,College,2/24/11,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Offer1,Agent,552,SUV,Medsize
ZN65873,California,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large
HL91178,California,2809.766683,No,Basic,High School or Below,2/24/11,Employed,M,74713,Suburban,Married,70,20,67,0,1,Personal Auto,Personal L3,Offer1,Branch,336,Four-Door Car,Large
GW89349,Nevada,7662.429999,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,73,28,19,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,525.6,Four-Door Car,Medsize
HZ84382,Oregon,8283.843281,No,Premium,Master,2/24/11,Employed,M,94851,Rural,Single,104,6,33,0,3,Personal Auto,Personal L3,Offer1,Call Center,190.998822,Four-Door Car,Small
TV97612,Oregon,8105.996039,No,Basic,Bachelor,2/24/11,Medical Leave,M,20815,Suburban,Married,110,7,35,0,9,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize
PE72393,Arizona,11905.06754,No,Premium,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,115,19,39,0,2,Corporate Auto,Corporate L1,Offer1,Branch,840.179082,Four-Door Car,Medsize
IX97339,Arizona,9234.277026,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Single,134,29,43,0,6,Corporate Auto,Corporate L3,Offer1,Branch,643.2,SUV,Medsize
UO93347,California,3755.260251,No,Extended,High School or Below,2/24/11,Employed,M,34624,Urban,Married,95,28,66,0,1,Personal Auto,Personal L3,Offer2,Call Center,270.370335,Four-Door Car,Medsize
QR42111,Arizona,5058.927182,No,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,134,32,27,0,1,Special Auto,Special L2,Offer1,Branch,643.2,SUV,Small
OV29928,Washington,5225.253777,No,Basic,College,2/24/11,Employed,F,67423,Urban,Married,65,24,0,0,9,Corporate Auto,Corporate L3,Offer3,Agent,293.308765,Four-Door Car,Medsize
WS60888,California,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
IL32727,California,4443.631711,No,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,121,7,69,0,1,Personal Auto,Personal L2,Offer1,Agent,644.269611,SUV,Medsize
QI63521,Nevada,19228.46362,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,187,14,32,0,2,Personal Auto,Personal L2,Offer1,Branch,897.6,Luxury SUV,Medsize
DQ92905,Arizona,12989.81806,No,Basic,Bachelor,2/24/11,Unemployed,M,0,Suburban,Single,65,16,3,0,2,Personal Auto,Personal L3,Offer1,Web,312,Four-Door Car,Medsize
LC90366,Nevada,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
SM67119,California,7123.694599,No,Basic,College,2/24/11,Disabled,F,16139,Suburban,Married,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large
KB90953,California,40132.01135,No,Extended,Bachelor,2/24/11,Employed,F,98710,Urban,Married,123,21,42,0,2,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,Medsize
DQ19344,California,3112.049841,No,Extended,College,2/24/11,Employed,M,33046,Rural,Married,79,14,26,0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize
NY90858,California,6765.800532,No,Extended,College,2/24/11,Employed,M,59034,Urban,Married,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378.75258,Four-Door Car,Medsize
UH93563,California,5306.162741,No,Basic,College,2/24/11,Employed,M,42871,Suburban,Married,67,2,13,0,6,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small
BJ58596,California,2486.428407,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,72,22,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large
WJ92113,California,14031.70468,No,Premium,Bachelor,2/24/11,Employed,F,91061,Suburban,Married,116,22,95,0,2,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Medsize
PW78930,California,2982.196702,No,Basic,Bachelor,2/24/11,Employed,M,79523,Rural,Married,74,34,40,0,1,Personal Auto,Personal L2,Offer3,Agent,132.023007,Four-Door Car,Medsize
DH41343,Washington,2443.665166,No,Basic,College,2/23/11,Employed,M,92834,Suburban,Married,61,15,56,0,1,Special Auto,Special L2,Offer2,Call Center,292.8,Four-Door Car,Large
FS37417,Arizona,3958.002823,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,101,29,12,0,1,Personal Auto,Personal L2,Offer1,Call Center,484.8,SUV,Small
PT50227,Arizona,5061.757902,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
QX45933,California,17840.19555,No,Basic,Bachelor,2/23/11,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,385.115437,Four-Door Car,Small
AZ74055,Oregon,4115.577437,No,Premium,High School or Below,2/23/11,Employed,M,52405,Suburban,Married,103,2,27,0,1,Personal Auto,Personal L3,Offer4,Call Center,494.4,Four-Door Car,Medsize
OH60605,Oregon,3652.532435,No,Extended,High School or Below,2/23/11,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal Auto,Personal L3,Offer2,Branch,641.388616,Two-Door Car,Medsize
HH30454,Oregon,32654.8383,No,Premium,Bachelor,2/23/11,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize
PD55753,Oregon,8930.139728,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,82,25,63,0,2,Personal Auto,Personal L1,Offer4,Call Center,554.522969,Four-Door Car,Medsize
NV55438,Nevada,5285.26816,No,Basic,High School or Below,2/23/11,Retired,F,23422,Suburban,Single,72,25,76,0,3,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize
ZM92052,Oregon,2613.023132,No,Basic,Bachelor,2/23/11,Employed,M,57099,Rural,Single,67,20,37,0,1,Personal Auto,Personal L2,Offer3,Agent,67.859881,Two-Door Car,Small
NN99001,Arizona,6997.827397,No,Extended,College,2/23/11,Employed,F,56940,Suburban,Married,87,11,10,0,9,Personal Auto,Personal L3,Offer2,Web,512.66245,Four-Door Car,Small
YM79169,California,2612.756658,No,Basic,Bachelor,2/23/11,Disabled,M,19003,Rural,Married,71,29,21,0,1,Personal Auto,Personal L1,Offer3,Agent,34.651305,Two-Door Car,Medsize
XJ96748,Arizona,27495.42188,No,Extended,High School or Below,2/23/11,Employed,F,37931,Suburban,Married,99,8,31,0,2,Personal Auto,Personal L3,Offer2,Branch,475.2,Four-Door Car,Small
UC88305,Arizona,2665.447079,No,Basic,College,2/23/11,Employed,F,52266,Rural,Single,68,14,98,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.922839,Two-Door Car,Medsize
AS97690,Arizona,2411.256575,No,Basic,College,2/23/11,Employed,M,54483,Suburban,Married,61,6,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize
ZN34245,Arizona,2308.472055,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,68,9,34,0,1,Corporate Auto,Corporate L3,Offer2,Web,489.6,Four-Door Car,Medsize
UT73461,Oregon,4505.398267,No,Basic,Doctor,2/23/11,Employed,F,81079,Rural,Married,111,11,5,0,1,Special Auto,Special L3,Offer2,Web,134.222332,SUV,Medsize
EJ43595,California,4784.773547,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Offer3,Web,779.629297,Four-Door Car,Medsize
WV69362,Arizona,6947.838781,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,99,12,77,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,475.2,Two-Door Car,Medsize
NH19236,Arizona,2357.503128,No,Basic,Master,2/23/11,Unemployed,M,0,Urban,Married,64,25,80,0,1,Personal Auto,Personal L3,Offer2,Branch,199.791024,Four-Door Car,Medsize
MY43761,California,10737.68425,No,Extended,High School or Below,2/23/11,Employed,M,50607,Suburban,Single,137,15,0,0,9,Personal Auto,Personal L2,Offer2,Agent,657.6,SUV,Large
FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small
VM85555,California,7750.120323,No,Basic,College,2/23/11,Employed,F,22668,Rural,Single,67,5,34,1,2,Personal Auto,Personal L2,Offer3,Branch,33.718553,Four-Door Car,Medsize
BV86143,California,21034.01815,No,Basic,High School or Below,2/23/11,Employed,F,26876,Urban,Married,66,12,53,0,2,Personal Auto,Personal L2,Offer4,Call Center,219.209762,Four-Door Car,Medsize
OM80593,California,7247.313475,No,Basic,Bachelor,2/23/11,Unemployed,F,0,Suburban,Single,104,9,58,0,7,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize
KH48996,Arizona,11900.54484,No,Basic,Bachelor,2/23/11,Employed,F,97205,Rural,Divorced,100,22,40,2,2,Personal Auto,Personal L2,Offer3,Branch,5.573179,Sports Car,Small
TO34442,Washington,5532.863336,No,Basic,College,2/23/11,Employed,M,59768,Suburban,Married,71,6,93,1,3,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small
SW96063,Arizona,10479.89966,No,Extended,Bachelor,2/23/11,Employed,F,78435,Urban,Divorced,130,11,19,0,4,Personal Auto,Personal L3,Offer1,Call Center,553.61131,SUV,Medsize
RJ99408,California,5377.014781,No,Basic,High School or Below,2/23/11,Employed,M,35637,Suburban,Married,68,13,11,0,9,Personal Auto,Personal L1,Offer3,Branch,326.4,Four-Door Car,Medsize
NP60037,Oregon,14318.44839,No,Basic,Bachelor,2/23/11,Employed,M,22697,Suburban,Divorced,186,35,39,1,8,Corporate Auto,Corporate L3,Offer1,Web,892.8,Luxury SUV,Medsize
XM39121,Arizona,7955.442668,No,Basic,College,2/23/11,Unemployed,F,0,Suburban,Married,69,11,5,0,2,Personal Auto,Personal L1,Offer1,Web,331.2,Four-Door Car,Small
HU82227,Arizona,15638.57599,No,Premium,College,2/23/11,Employed,M,49214,Urban,Married,102,0,82,3,2,Corporate Auto,Corporate L2,Offer1,Agent,371.322406,Four-Door Car,Medsize
PY51000,California,12883.81001,No,Premium,Bachelor,2/23/11,Employed,M,34148,Urban,Married,109,27,30,0,2,Personal Auto,Personal L2,Offer1,Agent,451.566751,Four-Door Car,Medsize
JP35025,California,5714.165863,No,Basic,Master,2/23/11,Disabled,F,23726,Suburban,Divorced,74,1,83,0,9,Corporate Auto,Corporate L1,Offer1,Call Center,355.2,Four-Door Car,Small
ZH93283,Arizona,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L1,Offer1,Agent,412.8,Four-Door Car,Medsize
No61408,California,5414.897604,No,Extended,Bachelor,2/23/11,Employed,F,57452,Suburban,Married,136,25,10,1,1,Personal Auto,Personal L1,Offer1,Branch,652.8,SUV,Large
BX51438,Arizona,2781.446975,No,Basic,Bachelor,2/23/11,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize
QB24570,Oregon,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,Medsize
KG63751,Washington,6751.437153,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456,Four-Door Car,Small
HS14476,Washington,9162.063169,No,Extended,College,2/23/11,Medical Leave,M,29723,Rural,Married,80,8,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,20.985105,Four-Door Car,Medsize
KR87696,California,3439.089657,No,Extended,College,2/23/11,Employed,F,98278,Urban,Married,85,26,60,0,1,Personal Auto,Personal L3,Offer4,Branch,367.577872,Four-Door Car,Medsize
YM24654,Washington,17966.28765,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,70,15,44,0,2,Personal Auto,Personal L3,Offer2,Agent,504,Four-Door Car,Medsize
BZ85280,Oregon,7284.262288,No,Basic,College,2/23/11,Medical Leave,M,10334,Urban,Married,64,5,80,0,2,Personal Auto,Personal L1,Offer3,Agent,296.962938,Four-Door Car,Medsize
LZ89104,Oregon,7143.035873,No,Extended,High School or Below,2/23/11,Employed,M,59789,Suburban,Married,90,9,81,0,3,Personal Auto,Personal L3,Offer4,Agent,527.539078,Four-Door Car,Large
GV62858,California,4091.934934,No,Premium,Bachelor,2/23/11,Employed,F,38692,Suburban,Married,102,16,8,0,1,Personal Auto,Personal L3,Offer1,Web,502.443591,Four-Door Car,Medsize
JT69863,Arizona,2410.105206,No,Basic,Bachelor,2/23/11,Medical Leave,M,16258,Suburban,Married,64,13,84,0,1,Personal Auto,Personal L2,Offer3,Branch,307.2,Two-Door Car,Medsize
SP93911,California,8828.933996,No,Premium,High School or Below,2/23/11,Employed,F,86721,Urban,Divorced,110,20,99,1,3,Corporate Auto,Corporate L1,Offer1,Agent,372.594847,Two-Door Car,Medsize
FR17176,Arizona,14944.83656,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
FZ19620,Oregon,9672.701942,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,96,5,27,0,2,Corporate Auto,Corporate L3,Offer1,Agent,1120.677126,Four-Door Car,Medsize
DC37886,Arizona,24338.51185,No,Basic,High School or Below,2/23/11,Employed,F,73692,Rural,Married,67,1,10,0,2,Personal Auto,Personal L1,Offer2,Branch,24.843535,Two-Door Car,Medsize
TE44937,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small
LN28900,California,14687.07959,No,Extended,Bachelor,2/23/11,Unemployed,M,0,Suburban,Single,85,3,61,0,2,Personal Auto,Personal L1,Offer1,Web,612,Four-Door Car,Small
JF16897,Oregon,8776.363448,No,Basic,High School or Below,2/23/11,Employed,F,28360,Suburban,Married,73,8,65,0,2,Personal Auto,Personal L3,Offer1,Branch,863.909989,Four-Door Car,Medsize
LN50415,Oregon,5131.360525,No,Extended,Bachelor,2/23/11,Employed,M,50994,Urban,Married,128,16,48,0,1,Corporate Auto,Corporate L3,Offer2,Web,346.387342,SUV,Medsize
BR13613,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize
WX92363,Washington,4250.775183,No,Basic,Bachelor,2/23/11,Employed,F,27608,Urban,Divorced,108,30,89,0,1,Personal Auto,Personal L3,Offer1,Branch,308.953614,SUV,Medsize
LF94873,California,13045.37088,No,Premium,College,2/23/11,Unemployed,F,0,Suburban,Single,190,21,35,1,7,Personal Auto,Personal L3,Offer3,Branch,1654.202174,SUV,Medsize
RN41087,California,2753.780996,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Urban,Married,73,29,82,0,1,Personal Auto,Personal L3,Offer1,Call Center,298.671049,Four-Door Car,Medsize
LX46285,Oregon,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize
GJ77362,California,4825.651946,No,Basic,Bachelor,2/23/11,Employed,M,61613,Rural,Married,61,6,20,1,9,Special Auto,Special L3,Offer1,Call Center,40.562432,Four-Door Car,Medsize
WJ26538,California,3203.303695,No,Extended,Master,2/23/11,Employed,M,68370,Urban,Married,80,0,45,0,1,Personal Auto,Personal L2,Offer3,Agent,244.158446,Four-Door Car,Medsize
EI57866,Arizona,2584.824329,No,Basic,Master,2/23/11,Employed,M,60942,Urban,Married,64,11,56,0,1,Special Auto,Special L1,Offer2,Call Center,288.205261,Two-Door Car,Large
PB39857,California,5129.608404,No,Extended,Master,2/23/11,Employed,M,72433,Urban,Married,126,34,48,0,1,Personal Auto,Personal L3,Offer2,Agent,343.139611,SUV,Large
BN13780,California,18065.27192,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,234,11,26,0,7,Personal Auto,Personal L3,Offer1,Agent,1135.141469,Luxury SUV,Medsize
XG92008,Arizona,3215.196994,No,Extended,Master,2/23/11,Employed,F,24191,Rural,Married,80,11,32,0,1,Personal Auto,Personal L2,Offer4,Branch,103.750234,Four-Door Car,Medsize
MF49636,Arizona,5390.27165,No,Basic,High School or Below,2/23/11,Employed,M,70705,Urban,Married,69,31,61,2,6,Personal Auto,Personal L1,Offer1,Agent,272.024652,Two-Door Car,Medsize
QA22158,Arizona,7122.273163,No,Extended,College,2/23/11,Employed,F,64571,Suburban,Divorced,89,34,91,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,452.115601,Four-Door Car,Small
NS12730,Oregon,7297.687812,No,Extended,Bachelor,2/23/11,Employed,M,24672,Suburban,Married,93,9,44,0,9,Personal Auto,Personal L2,Offer4,Branch,669.6,Two-Door Car,Medsize
KE41602,Arizona,7588.35586,No,Extended,High School or Below,2/23/11,Employed,M,76516,Suburban,Married,95,13,15,0,9,Personal Auto,Personal L1,Offer2,Branch,661.008979,Two-Door Car,Medsize
