Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
XR52852,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small
NE10467,Arizona,4281.062223,No,Basic,High School or Below,2/24/11,Employed,F,23712,Suburban,Married,106,2,12,0,1,Corporate Auto,Corporate L1,Offer4,Call Center,508.8,SUV,Medsize
DN98431,Oregon,2535.321683,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Married,68,24,73,0,1,Corporate Auto,Corporate L3,Offer1,Branch,326.4,Four-Door Car,Medsize
TO34442,Washington,5532.863336,No,Basic,College,2/23/11,Employed,M,59768,Suburban,Married,71,6,93,1,3,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small
SW96063,Arizona,10479.89966,No,Extended,Bachelor,2/23/11,Employed,F,78435,Urban,Divorced,130,11,19,0,4,Personal Auto,Personal L3,Offer1,Call Center,553.61131,SUV,Medsize
CU19735,Arizona,8041.20055,No,Basic,High School or Below,2/24/11,Employed,M,44986,Suburban,Married,101,14,83,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,624.023564,SUV,Medsize
PT12544,Arizona,6880.468875,No,Extended,College,2/24/11,Employed,M,63935,Urban,Married,87,20,63,0,6,Personal Auto,Personal L2,Offer2,Call Center,221.61885,Four-Door Car,Medsize
OM63414,Arizona,5071.651522,No,Basic,Bachelor,2/21/11,Employed,F,62258,Rural,Single,65,14,17,0,5,Personal Auto,Personal L3,Offer1,Agent,117.450428,Two-Door Car,Large
QI40455,Oregon,12097.91224,No,Basic,Doctor,2/27/11,Unemployed,F,0,Urban,Married,107,18,79,0,2,Personal Auto,Personal L3,Offer1,Branch,271.014511,SUV,Large
FL18392,California,5719.088678,No,Basic,Bachelor,2/28/11,Employed,F,77601,Urban,Married,71,27,48,0,6,Personal Auto,Personal L3,Offer3,Branch,276.640352,Two-Door Car,Small
NS38229,Nevada,5126.038871,No,Basic,College,2/21/11,Employed,F,63147,Rural,Married,64,1,91,0,4,Personal Auto,Personal L2,Offer1,Agent,87.565229,Four-Door Car,Medsize
ZN24083,Oregon,5532.462342,No,Basic,Doctor,2/26/11,Employed,M,29084,Suburban,Divorced,71,14,59,1,3,Corporate Auto,Corporate L2,Offer1,Web,492.088331,Four-Door Car,Small
RI85578,Washington,2638.140052,No,Basic,Bachelor,2/22/11,Employed,F,79699,Suburban,Married,65,24,12,0,1,Personal Auto,Personal L3,Offer2,Call Center,348.82656,Two-Door Car,Small
KJ23009,California,10598.54249,No,Extended,Bachelor,2/26/11,Employed,F,20179,Suburban,Married,133,29,0,1,5,Corporate Auto,Corporate L3,Offer3,Agent,638.4,SUV,Medsize
EX61844,Arizona,14019.97546,No,Basic,High School or Below,2/27/11,Employed,M,36733,Urban,Married,71,21,28,0,2,Personal Auto,Personal L2,Offer2,Agent,327.078047,Four-Door Car,Medsize
QC30857,Nevada,2931.155192,No,Basic,College,2/28/11,Employed,F,45768,Urban,Married,73,33,27,0,1,Personal Auto,Personal L2,Offer1,Agent,191.934494,Two-Door Car,Medsize
RT69513,California,4774.751709,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,64,34,47,0,7,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small
FN77294,California,7704.95848,No,Basic,High School or Below,2/24/11,Employed,M,30366,Suburban,Single,101,25,13,2,3,Personal Auto,Personal L2,Offer1,Branch,484.8,SUV,Medsize
IP52990,Oregon,16794.31422,No,Basic,High School or Below,2/24/11,Employed,F,38399,Urban,Married,106,12,6,0,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medsize
KI64666,Nevada,22445.28088,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,71,32,35,0,2,Personal Auto,Personal L2,Offer1,Call Center,511.2,Four-Door Car,Medsize
JA25453,California,7215.821106,No,Premium,High School or Below,2/25/11,Unemployed,M,0,Suburban,Single,103,25,80,0,9,Personal Auto,Personal L2,Offer1,Agent,741.6,Four-Door Car,Small
MF19231,California,7434.675149,No,Extended,Master,2/22/11,Employed,M,28377,Suburban,Married,94,26,99,0,3,Personal Auto,Personal L1,Offer2,Call Center,451.2,Four-Door Car,Medsize
PL78574,Arizona,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize
FV14881,California,15886.03136,No,Basic,Doctor,2/28/11,Employed,F,56362,Suburban,Married,197,30,47,1,6,Personal Auto,Personal L3,Offer4,Call Center,945.6,Luxury SUV,Medsize
RR54950,Arizona,5285.079293,No,Basic,College,2/27/11,Employed,M,85753,Suburban,Married,66,23,14,1,8,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small
RJ99408,California,5377.014781,No,Basic,High School or Below,2/23/11,Employed,M,35637,Suburban,Married,68,13,11,0,9,Personal Auto,Personal L1,Offer3,Branch,326.4,Four-Door Car,Medsize
WU86174,California,2677.279707,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,72,29,86,0,1,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize
PB60406,California,5714.232848,No,Basic,Doctor,2/25/11,Employed,F,79719,Suburban,Single,71,12,87,0,6,Personal Auto,Personal L3,Offer1,Agent,425.924132,Four-Door Car,Small
GC93551,Oregon,5290.127299,No,Basic,High School or Below,2/27/11,Employed,F,27179,Suburban,Divorced,66,8,91,0,9,Personal Auto,Personal L3,Offer1,Branch,344.201601,Four-Door Car,Medsize
KI58952,California,51337.90677,No,Premium,College,2/24/11,Employed,F,72794,Rural,Single,164,3,47,1,2,Personal Auto,Personal L2,Offer1,Web,50.454459,SUV,Large
VT28596,California,4755.47946,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,66,27,89,0,3,Personal Auto,Personal L2,Offer2,Branch,712.309237,Four-Door Car,Medsize
OG71924,Oregon,6966.142868,No,Extended,Master,2/26/11,Unemployed,F,0,Urban,Married,93,28,3,0,8,Personal Auto,Personal L3,Offer2,Branch,436.143226,Four-Door Car,Large
XT10744,Arizona,8595.146838,No,Basic,College,2/21/11,Employed,M,28441,Suburban,Married,73,10,98,0,2,Special Auto,Special L2,Offer2,Call Center,686.020135,Two-Door Car,Small
NP60037,Oregon,14318.44839,No,Basic,Bachelor,2/23/11,Employed,M,22697,Suburban,Divorced,186,35,39,1,8,Corporate Auto,Corporate L3,Offer1,Web,892.8,Luxury SUV,Medsize
AP65984,Oregon,4881.753428,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,135,0,86,0,1,Personal Auto,Personal L1,Offer2,Agent,648.0,SUV,Medsize
XM39121,Arizona,7955.442668,No,Basic,College,2/23/11,Unemployed,F,0,Suburban,Married,69,11,5,0,2,Personal Auto,Personal L1,Offer1,Web,331.2,Four-Door Car,Small
BN83547,Nevada,2858.452328,No,Basic,High School or Below,2/21/11,Employed,F,40706,Rural,Married,71,30,96,0,1,Personal Auto,Personal L1,Offer3,Agent,166.123172,Four-Door Car,Medsize
JW30054,Oregon,8283.066678,No,Premium,High School or Below,2/22/11,Employed,M,71034,Suburban,Married,103,26,15,0,3,Corporate Auto,Corporate L1,Offer1,Branch,494.4,Four-Door Car,Medsize
AP56340,Washington,5384.671725,No,Basic,Bachelor,2/26/11,Disabled,M,13103,Suburban,Married,72,21,32,0,7,Personal Auto,Personal L2,Offer1,Agent,458.003651,Four-Door Car,Medsize
LL96228,Oregon,14091.19449,No,Basic,Master,2/25/11,Employed,M,99823,Rural,Married,116,2,64,0,2,Corporate Auto,Corporate L2,Offer1,Branch,250.183388,SUV,Medsize
OV40993,Nevada,8693.631249,No,Basic,College,2/27/11,Disabled,F,17453,Suburban,Married,118,12,70,1,9,Personal Auto,Personal L2,Offer1,Branch,566.4,SUV,Small
SI20178,California,4425.905071,No,Basic,High School or Below,2/21/11,Employed,M,80892,Suburban,Married,110,15,76,0,1,Personal Auto,Personal L3,Offer3,Branch,528.0,SUV,Medsize
QF66741,Nevada,15144.40954,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,Married,62,6,44,1,2,Personal Auto,Personal L2,Offer3,Branch,307.649586,Two-Door Car,Medsize
HU82227,Arizona,15638.57599,No,Premium,College,2/23/11,Employed,M,49214,Urban,Married,102,0,82,3,2,Corporate Auto,Corporate L2,Offer1,Agent,371.322406,Four-Door Car,Medsize
FF75737,Oregon,8334.317162,No,Basic,High School or Below,2/24/11,Employed,F,49851,Suburban,Divorced,69,27,85,1,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Small
ZH98656,Nevada,8593.866533,No,Basic,Master,2/28/11,Employed,F,91276,Suburban,Married,105,14,4,0,4,Personal Auto,Personal L3,Offer1,Call Center,504.0,SUV,Large
GZ31904,Oregon,6861.745956,No,Extended,College,2/22/11,Employed,M,30816,Urban,Married,87,10,43,0,4,Personal Auto,Personal L1,Offer3,Call Center,237.57033,Two-Door Car,Medsize
CX18273,Arizona,15797.98978,No,Basic,Master,2/25/11,Employed,M,35754,Urban,Married,199,21,54,0,3,Personal Auto,Personal L3,Offer3,Agent,612.973779,Luxury Car,Medsize
AN57220,Oregon,17263.64048,No,Basic,Bachelor,2/28/11,Employed,F,96917,Rural,Married,61,24,2,0,2,Special Auto,Special L3,Offer4,Web,71.942176,Four-Door Car,Medsize
ZG47195,Nevada,4931.258363,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,Single,73,24,47,0,3,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Small
GC42314,Arizona,8296.176276,No,Basic,Doctor,2/27/11,Unemployed,M,0,Suburban,Married,111,3,59,0,9,Personal Auto,Personal L3,Offer3,Web,672.91665,SUV,Medsize
SD77009,California,8334.359986,No,Extended,College,2/21/11,Unemployed,M,0,Suburban,Single,136,7,61,2,3,Personal Auto,Personal L3,Offer3,Web,979.2,SUV,Medsize
EY74093,Nevada,5004.135361,No,Basic,High School or Below,2/21/11,Employed,M,86834,Rural,Single,64,2,93,0,8,Corporate Auto,Corporate L1,Offer4,Agent,0.099007,Four-Door Car,Medsize
SJ29837,Washington,7602.663689,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,105,2,84,0,5,Personal Auto,Personal L3,Offer2,Web,914.538629,SUV,Small
NM95102,Oregon,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,Small
BG60187,Oregon,8012.124825,No,Extended,Bachelor,2/27/11,Unemployed,M,0,Urban,Single,79,22,82,0,2,Personal Auto,Personal L3,Offer1,Branch,335.234102,Four-Door Car,Medsize
TN73558,Arizona,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Large
PY51000,California,12883.81001,No,Premium,Bachelor,2/23/11,Employed,M,34148,Urban,Married,109,27,30,0,2,Personal Auto,Personal L2,Offer1,Agent,451.566751,Four-Door Car,Medsize
KE60943,California,4908.207958,No,Basic,Bachelor,2/27/11,Employed,M,33305,Suburban,Married,62,3,12,0,5,Special Auto,Special L2,Offer1,Call Center,353.77899,Four-Door Car,Small
RW50070,Arizona,8935.274872,No,Extended,High School or Below,2/26/11,Employed,M,63326,Suburban,Married,225,5,99,0,1,Personal Auto,Personal L3,Offer2,Branch,1080.0,Luxury Car,Medsize
JP35025,California,5714.165863,No,Basic,Master,2/23/11,Disabled,F,23726,Suburban,Divorced,74,1,83,0,9,Corporate Auto,Corporate L1,Offer1,Call Center,355.2,Four-Door Car,Small
WO83615,Nevada,5395.434909,No,Extended,Bachelor,2/21/11,Employed,M,44047,Suburban,Married,137,12,38,0,1,Corporate Auto,Corporate L3,Offer2,Branch,969.232217,Sports Car,Medsize
GT37101,Oregon,5284.312599,No,Basic,High School or Below,2/27/11,Employed,F,37640,Urban,Divorced,67,25,74,0,4,Personal Auto,Personal L2,Offer1,Call Center,174.046849,Two-Door Car,Medsize
RO18530,Washington,2540.689797,No,Basic,Master,2/28/11,Employed,M,42557,Rural,Single,65,4,35,0,1,Personal Auto,Personal L3,Offer4,Agent,57.562324,Four-Door Car,Large
UF32671,Washington,5291.395332,No,Basic,College,2/26/11,Employed,F,57338,Suburban,Single,66,9,85,0,3,Personal Auto,Personal L1,Offer1,Call Center,316.8,Four-Door Car,Small
XF15789,Arizona,8869.619888,No,Basic,College,2/21/11,Employed,F,81350,Rural,Married,110,1,28,0,9,Personal Auto,Personal L3,Offer3,Branch,228.185834,SUV,Large
GL49408,California,6762.082924,No,Extended,Doctor,2/22/11,Employed,M,40372,Rural,Married,85,15,17,0,4,Corporate Auto,Corporate L2,Offer3,Branch,76.975713,Four-Door Car,Medsize
OP75571,Arizona,8012.841201,No,Basic,College,2/24/11,Employed,F,40635,Suburban,Divorced,102,4,45,0,6,Personal Auto,Personal L3,Offer3,Call Center,489.6,SUV,Medsize
KR17533,Oregon,3954.538361,No,Basic,Doctor,2/27/11,Employed,M,40175,Rural,Divorced,102,34,78,1,1,Personal Auto,Personal L1,Offer3,Branch,154.721555,SUV,Medsize
TL59568,Arizona,12836.00951,No,Premium,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,116,6,28,0,2,Personal Auto,Personal L2,Offer3,Agent,835.2,Two-Door Car,Medsize
SQ60915,Arizona,3895.961837,No,Extended,High School or Below,2/26/11,Employed,M,35970,Suburban,Divorced,98,29,81,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,470.4,Four-Door Car,Large
ZH93283,Arizona,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L1,Offer1,Agent,412.8,Four-Door Car,Medsize
HE12295,California,4446.738622,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,61,32,42,0,3,Personal Auto,Personal L1,Offer1,Branch,616.279356,Four-Door Car,Medsize
PU71194,Oregon,35203.57475,No,Premium,Bachelor,2/26/11,Employed,F,56343,Suburban,Divorced,295,11,69,0,2,Personal Auto,Personal L3,Offer1,Branch,1612.962321,Luxury Car,Medsize
UE19977,California,4379.770178,No,Premium,College,2/22/11,Employed,F,47747,Rural,Divorced,111,31,76,0,1,Personal Auto,Personal L3,Offer3,Web,165.588524,Two-Door Car,Medsize
HR50405,Oregon,2869.301319,No,Basic,Bachelor,2/24/11,Medical Leave,F,13393,Rural,Married,73,31,11,0,1,Personal Auto,Personal L3,Offer2,Branch,34.708194,Four-Door Car,Medsize
WR70403,Washington,5673.840992,No,Extended,High School or Below,2/25/11,Unemployed,M,0,Suburban,Divorced,82,13,87,0,7,Personal Auto,Personal L3,Offer1,Agent,445.001296,Two-Door Car,Medsize
PT34656,California,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize
DN10177,California,4547.162694,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,67,26,4,0,3,Personal Auto,Personal L1,Offer1,Call Center,321.6,Two-Door Car,Medsize
TH86528,Washington,5775.517825,No,Extended,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,76,20,17,0,6,Personal Auto,Personal L1,Offer3,Call Center,784.611446,Two-Door Car,Small
WL74893,Oregon,4529.112791,No,Basic,College,2/24/11,Unemployed,F,0,Urban,Married,62,22,57,0,9,Special Auto,Special L3,Offer3,Agent,271.164139,Four-Door Car,Medsize
BJ18904,Arizona,3964.534974,No,Basic,College,2/22/11,Medical Leave,M,14616,Suburban,Married,106,16,23,0,1,Personal Auto,Personal L3,Offer1,Agent,575.260213,SUV,Small
SX98462,Oregon,7155.337765,No,Basic,College,2/28/11,Disabled,M,16916,Suburban,Married,64,31,31,0,2,Personal Auto,Personal L2,Offer3,Agent,377.512951,Four-Door Car,Medsize
OL82456,Oregon,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large
PE54870,Oregon,4050.506193,No,Basic,College,2/26/11,Employed,M,88454,Urban,Divorced,101,8,89,0,1,Personal Auto,Personal L3,Offer1,Web,308.749796,SUV,Medsize
BJ13380,Oregon,5335.375586,No,Basic,Bachelor,2/28/11,Employed,F,91603,Suburban,Single,69,4,92,2,3,Personal Auto,Personal L2,Offer1,Agent,472.67262,Four-Door Car,Small
MA45099,Oregon,6478.801192,No,Extended,Bachelor,2/24/11,Employed,M,50864,Rural,Married,83,18,86,1,4,Corporate Auto,Corporate L1,Offer1,Agent,158.362972,Four-Door Car,Medsize
VO43359,California,2404.380963,No,Basic,High School or Below,2/24/11,Employed,M,62488,Urban,Married,62,35,47,2,1,Personal Auto,Personal L3,Offer2,Call Center,200.689331,Four-Door Car,Medsize
GV71044,Oregon,2433.024631,No,Basic,College,2/28/11,Unemployed,F,0,Suburban,Single,66,12,71,0,1,Personal Auto,Personal L3,Offer1,Agent,475.2,Two-Door Car,Medsize
DA57177,Oregon,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L2,Offer1,Agent,166.937747,SUV,Medsize
LU87443,Oregon,4720.608872,No,Basic,College,2/28/11,Employed,F,26277,Suburban,Single,61,17,30,0,4,Personal Auto,Personal L2,Offer3,Branch,292.8,Four-Door Car,Medsize
EE53627,Oregon,2242.090803,No,Basic,High School or Below,2/28/11,Disabled,M,12131,Urban,Single,64,32,60,1,1,Personal Auto,Personal L2,Offer3,Call Center,251.44949,Four-Door Car,Medsize
QT90140,Arizona,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L2,Offer2,Branch,309.577946,Four-Door Car,Medsize
TO71844,Oregon,2121.313061,No,Basic,College,2/26/11,Unemployed,M,0,Suburban,Single,67,6,60,1,1,Personal Auto,Personal L2,Offer4,Branch,321.6,Four-Door Car,Large
BQ51616,Oregon,7263.599744,No,Basic,High School or Below,2/22/11,Employed,F,86732,Rural,Married,180,0,95,0,1,Personal Auto,Personal L1,Offer1,Call Center,204.373113,Luxury SUV,Medsize
DS32060,California,6766.558551,No,Extended,College,2/24/11,Employed,M,20046,Suburban,Married,87,15,59,0,3,Personal Auto,Personal L2,Offer3,Web,417.6,Two-Door Car,Medsize
GU82757,California,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,60.036683,Four-Door Car,Medsize
FM25704,Oregon,2535.266473,No,Basic,Bachelor,2/26/11,Employed,M,86933,Urban,Married,63,3,64,0,1,Corporate Auto,Corporate L3,Offer3,Agent,269.563038,Two-Door Car,Large
IN91592,California,2810.671023,No,Basic,Bachelor,2/28/11,Employed,F,73858,Suburban,Married,72,8,59,3,1,Personal Auto,Personal L3,Offer4,Agent,422.59237,Four-Door Car,Medsize
WX37953,Oregon,2780.729047,No,Basic,College,2/22/11,Employed,F,94943,Suburban,Married,69,3,22,0,1,Personal Auto,Personal L2,Offer2,Web,387.545055,Four-Door Car,Medsize
NL85206,California,2572.452634,No,Basic,College,2/21/11,Employed,F,72685,Rural,Married,68,20,97,5,1,Personal Auto,Personal L3,Offer4,Branch,14.464783,Four-Door Car,Medsize
BN46866,Oregon,5677.465907,No,Basic,College,2/25/11,Employed,M,45345,Rural,Married,72,28,86,0,3,Personal Auto,Personal L3,Offer1,Web,99.039453,Four-Door Car,Large
QN62538,Nevada,4803.935174,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,69,31,25,0,7,Corporate Auto,Corporate L2,Offer1,Call Center,496.8,Four-Door Car,Small
IA11644,California,20604.01627,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,72,8,61,1,2,Special Auto,Special L3,Offer3,Branch,723.010515,Two-Door Car,Medsize
OT85112,Washington,3403.919366,No,Extended,College,2/24/11,Employed,M,38460,Rural,Divorced,88,15,1,1,1,Personal Auto,Personal L3,Offer1,Agent,91.55098,Four-Door Car,Medsize
HM38744,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,Medsize
FY73682,California,19606.35999,No,Basic,Bachelor,2/21/11,Unemployed,M,0,Suburban,Single,194,0,22,0,2,Personal Auto,Personal L2,Offer1,Agent,931.2,Luxury SUV,Medsize
MX95450,Oregon,36897.79765,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,133,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,638.4,SUV,Medsize
KM18818,Arizona,2590.654042,No,Basic,College,2/21/11,Employed,F,25981,Rural,Married,65,33,38,0,1,Personal Auto,Personal L3,Offer1,Agent,77.54669,Two-Door Car,Large
NN52789,Arizona,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large
AF49027,Arizona,12827.42831,No,Premium,College,2/26/11,Unemployed,F,0,Suburban,Single,117,25,43,0,2,Personal Auto,Personal L3,Offer1,Agent,842.4,Two-Door Car,Medsize
GA46608,Oregon,2500.834374,No,Basic,Bachelor,2/21/11,Employed,M,25899,Suburban,Married,63,20,36,0,1,Personal Auto,Personal L1,Offer3,Agent,302.4,Four-Door Car,Medsize
FZ79470,Arizona,5395.346288,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize
BN74259,Arizona,2833.797966,No,Basic,High School or Below,2/21/11,Employed,M,45360,Suburban,Divorced,73,16,71,0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,Medsize
No61408,California,5414.897604,No,Extended,Bachelor,2/23/11,Employed,F,57452,Suburban,Married,136,25,10,1,1,Personal Auto,Personal L1,Offer1,Branch,652.8,SUV,Large
PZ31902,Arizona,5797.604861,No,Basic,Bachelor,2/22/11,Employed,F,69276,Urban,Married,74,14,22,2,8,Personal Auto,Personal L3,Offer4,Web,201.327931,Two-Door Car,Medsize
VQ76590,Arizona,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L1,Offer1,Agent,508.8,SUV,Medsize
FJ60600,Oregon,6776.353402,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,96,0,38,0,3,Personal Auto,Personal L3,Offer1,Agent,818.730215,Four-Door Car,Small
QV30663,Nevada,9863.502214,No,Extended,Master,2/28/11,Employed,F,99654,Rural,Married,121,13,95,0,3,Personal Auto,Personal L3,Offer3,Call Center,272.788141,SUV,Medsize
AK90865,Oregon,8207.858272,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.90827,Sports Car,Medsize
BX51438,Arizona,2781.446975,No,Basic,Bachelor,2/23/11,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize
WQ23548,California,11003.54385,No,Basic,Master,2/22/11,Unemployed,F,0,Suburban,Single,102,20,7,1,2,Personal Auto,Personal L2,Offer4,Web,489.6,SUV,Medsize
QB24570,Oregon,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,Medsize
LR35392,Oregon,9007.431501,No,Premium,High School or Below,2/25/11,Employed,M,41539,Suburban,Single,116,11,35,0,3,Personal Auto,Personal L2,Offer1,Web,556.8,Four-Door Car,Medsize
IJ98317,California,7234.142952,No,Extended,Bachelor,2/24/11,Employed,F,86448,Rural,Married,90,25,79,0,6,Personal Auto,Personal L3,Offer3,Agent,59.853369,Four-Door Car,Medsize
KG63751,Washington,6751.437153,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456.0,Four-Door Car,Small
LO90345,Oregon,14472.583,No,Basic,College,2/24/11,Employed,F,22012,Rural,Married,185,5,69,0,5,Corporate Auto,Corporate L3,Offer2,Web,75.698305,Luxury SUV,Small
QX42433,California,7390.903278,No,Extended,College,2/24/11,Employed,M,30449,Suburban,Married,92,23,47,0,3,Personal Auto,Personal L3,Offer1,Agent,501.092992,Four-Door Car,Medsize
DJ93289,California,4887.344366,No,Basic,High School or Below,2/26/11,Employed,F,66707,Rural,Married,61,19,24,0,8,Personal Auto,Personal L3,Offer4,Agent,71.980757,Two-Door Car,Large
YV93921,California,5229.741907,No,Basic,Bachelor,2/27/11,Employed,M,77357,Rural,Single,67,24,38,0,8,Personal Auto,Personal L2,Offer3,Web,29.884537,Four-Door Car,Medsize
GI82721,Arizona,16938.29858,No,Basic,College,2/21/11,Unemployed,F,0,Suburban,Single,69,24,99,0,2,Corporate Auto,Corporate L1,Offer1,Branch,340.780156,Four-Door Car,Medsize
JZ28301,Oregon,5552.331515,No,Basic,College,2/28/11,Employed,F,35011,Urban,Married,70,7,91,0,8,Personal Auto,Personal L3,Offer4,Call Center,215.728468,Four-Door Car,Large
HL40930,Oregon,7150.225367,No,Extended,Bachelor,2/22/11,Employed,M,63651,Rural,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.711836,Four-Door Car,Large
ZV32968,Oregon,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,Small
SC11374,Nevada,8797.829644,No,Basic,College,2/28/11,Employed,F,80780,Rural,Married,109,26,11,0,3,Corporate Auto,Corporate L3,Offer2,Agent,3.55,SUV,Medsize
BV33510,Arizona,26413.54751,No,Extended,High School or Below,2/24/11,Employed,F,24631,Suburban,Married,83,25,87,1,2,Personal Auto,Personal L3,Offer2,Web,398.4,Four-Door Car,Large
JO64487,California,6943.741598,No,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,76,4,43,5,2,Special Auto,Special L2,Offer1,Agent,547.2,Four-Door Car,Large
LV34368,California,4813.284447,No,Basic,Bachelor,2/27/11,Unemployed,M,0,Suburban,Single,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472.611522,Four-Door Car,Medsize
KP96020,Arizona,4330.769101,No,Basic,Bachelor,2/27/11,Employed,F,39660,Urban,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,416.8496,Sports Car,Small
VE98553,Oregon,4666.643522,No,Premium,Bachelor,2/28/11,Employed,M,60466,Suburban,Married,117,14,3,0,1,Personal Auto,Personal L3,Offer2,Agent,784.186389,Four-Door Car,Large
AE62631,Oregon,8427.723769,No,Basic,Bachelor,2/28/11,Employed,M,20662,Suburban,Married,72,10,99,0,2,Personal Auto,Personal L1,Offer4,Agent,373.324673,Two-Door Car,Medsize
